Region,Outgoing_Connections,Incoming_Connections,Total_Outgoing_Strength,Total_Incoming_Strength,Avg_Outgoing_Strength,Avg_Incoming_Strength,Max_Outgoing,Max_Incoming
Rostral linear nucleus raphe,0,90,0.0,1.945131162407957,0.0,0.006155478362050497,0.0,0.38951035501900955
Central linear nucleus raphe,307,90,5.268480985358831,2.704351184223118,0.01667240818151529,0.008558073367794678,0.4746899258256887,0.5699098311738766
Dorsal nucleus raphe,314,81,13.519003059513349,2.634754015379861,0.04278165525162452,0.008337829162594497,0.7265796344343126,0.636220511713892
Nucleus of the lateral lemniscus,0,107,0.0,0.647988662247847,0.0,0.0020505970324298955,0.0,0.4172016817057526
Principal sensory nucleus of the trigeminal,0,97,0.0,0.3245582131942639,0.0,0.0010270829531464048,0.0,0.06613043044333837
Parabrachial nucleus,316,97,2.9437338843992435,1.2182329951878486,0.009315613558225454,0.00385516770629066,0.19359719764896777,0.20626436188692976
Superior olivary complex,155,94,0.628885230371418,1.3745101590354605,0.0019901431340867658,0.004349715693150191,0.24793383468273897,0.547771586773873
Barrington's nucleus,0,62,0.0,1.2350536107027812,0.0,0.003908397502223991,0.0,0.17366455427149466
Dorsal tegmental nucleus,0,62,0.0,0.6921911533616103,0.0,0.0021904783334228176,0.0,0.40942374690847555
Posterodorsal tegmental nucleus,0,62,0.0,0.5268702518202029,0.0,0.0016673109234816546,0.0,0.2900676441187705
Pontine central gray,0,95,0.0,1.6497687728734096,0.0,0.005220787255928511,0.0,0.37849386714275995
Pontine gray,231,107,1.1775093873933424,0.8393320505145496,0.0037262955297257673,0.0026561140839068027,0.3417614993815062,0.3417614993815062
"Pontine reticular nucleus, caudal part",275,91,1.3734469588427491,1.0431989018997732,0.00434635113557832,0.0033012623477840924,0.1535283601831746,0.40545400731684733
Supragenual nucleus,0,55,0.0,0.4878013091170138,0.0,0.0015436750288513096,0.0,0.24834007153226398
Supratrigeminal nucleus,0,78,0.0,0.887550169185766,0.0,0.0028087030670435635,0.0,0.18268944125211362
Tegmental reticular nucleus,0,99,0.0,0.7789032047642359,0.0,0.0024648835593804935,0.0,0.20909202914785321
Motor nucleus of trigeminal,0,72,0.0,0.46472223816328967,0.0,0.0014706399941876256,0.0,0.12136380226163324
Peritrigeminal zone,0,77,0.0,0.8015855236318934,0.0,0.002536663049468017,0.0,0.20366893564089114
Accessory trigeminal nucleus,0,56,0.0,0.5132708265698346,0.0,0.0016242747676260588,0.0,0.10883388823044687
Parvicellular motor 5 nucleus,0,92,0.0,0.6273729440854767,0.0,0.001985357417992015,0.0,0.21217737503549872
Intertrigeminal nucleus,0,57,0.0,0.5905031744309874,0.0,0.0018686809317436312,0.0,0.13932131737772466
Superior central nucleus raphe,0,93,0.0,1.0087482658210822,0.0,0.0031922413475350703,0.0,0.2840609240647593
Locus ceruleus,0,67,0.0,1.091090759046114,0.0,0.0034528188577408673,0.0,0.16094654629078176
Laterodorsal tegmental nucleus,316,80,1.9694553282833902,1.3755794174833014,0.006232453570517058,0.004353099422415511,0.24611530696390713,0.3155784647851661
Nucleus incertus,296,75,4.656013346956463,1.2204637033360308,0.01473421945239387,0.0038622269092912368,0.4827925592949997,0.4827925592949997
Pontine reticular nucleus,0,98,0.0,1.0913632622291163,0.0,0.003453681209585811,0.0,0.16727110080864632
Nucleus raphe pontis,0,69,0.0,0.7537806197419499,0.0,0.0023853817080441452,0.0,0.26031478475770536
Subceruleus nucleus,0,67,0.0,0.7204796625768772,0.0,0.002279998932205308,0.0,0.17203387574796203
Sublaterodorsal nucleus,0,75,0.0,1.0592681064372338,0.0,0.003352114260877322,0.0,0.32762466547439056
Area postrema,0,79,0.0,0.4016835332753737,0.0,0.0012711504217575117,0.0,0.25139148801321315
Dorsal cochlear nucleus,181,103,1.644641260299177,1.463593124148436,0.005204560950313851,0.004631623810596316,0.39964426009962584,0.6148416861810548
Ventral cochlear nucleus,253,105,4.3460869152933554,0.6995536677989461,0.013753439605358719,0.0022137774297435004,0.6163488193870212,0.6163488193870212
Cuneate nucleus,0,91,0.0,0.7648106260105592,0.0,0.0024202867911726554,0.0,0.5316854309301038
Gracile nucleus,0,81,0.0,0.7472292792692761,0.0,0.002364649617940747,0.0,0.5711118840959833
External cuneate nucleus,0,92,0.0,0.24561876888091264,0.0,0.0007772745850661792,0.0,0.16159988188627683
Nucleus of the trapezoid body,0,84,0.0,0.9052509061438284,0.0,0.0028647180574171787,0.0,0.4098115877453902
Nucleus of the solitary tract,305,92,6.274660982658451,1.4978999533410464,0.019856522097020417,0.0047401897257628054,0.5711118840959833,0.5122888348152803
"Spinal nucleus of the trigeminal, caudal part",281,90,1.8248034579024193,1.096149906691448,0.0057746944870329725,0.0034688288186438226,0.43809358622878297,0.43809358622878297
"Spinal nucleus of the trigeminal, interpolar part",0,86,0.0,0.29800247620326326,0.0,0.0009430458107698204,0.0,0.05588827759497236
"Spinal nucleus of the trigeminal, oral part",0,85,0.0,0.4920367517710015,0.0,0.0015570783283892452,0.0,0.07680328552374013
Paratrigeminal nucleus,0,84,0.0,0.2942225870213079,0.0,0.0009310841361433793,0.0,0.20569001152121996
Abducens nucleus,0,63,0.0,0.5807773550426569,0.0,0.001837903022286889,0.0,0.34752812892340984
Facial motor nucleus,0,92,0.0,1.6248520549652328,0.0,0.00514193688280137,0.0,0.4891026144116342
Accessory facial motor nucleus,0,52,0.0,1.0805703264792672,0.0,0.003419526349617934,0.0,0.37188813020231004
Nucleus ambiguus,0,68,0.0,1.2327190290191619,0.0,0.0039010095855036768,0.0,0.46655874081982407
Dorsal motor nucleus of the vagus nerve,0,68,0.0,1.17428571528345,0.0,0.0037160940357071205,0.0,0.4756077916891948
Gigantocellular reticular nucleus,316,91,15.950153173099997,1.703974502949421,0.05047516826930379,0.0053923243764222185,0.7497753544102311,0.5574345222883283
Infracerebellar nucleus,0,55,0.0,0.34309760994530736,0.0,0.0010857519302066689,0.0,0.2364009209840297
Inferior olivary complex,242,92,2.7017550659089005,1.7431494005098318,0.008549857803509179,0.005516295571233645,0.6290716651462906,0.6290716651462906
Intermediate reticular nucleus,235,92,0.718585962250648,1.584862040810636,0.0022740062096539494,0.005015386205096949,0.09080408235023099,0.43446742807706895
Inferior salivatory nucleus,0,45,0.0,0.7448126667023948,0.0,0.002357002109817705,0.0,0.14857821698325666
Linear nucleus of the medulla,0,76,0.0,0.6756592405738934,0.0,0.0021381621537148524,0.0,0.16915618026469606
Lateral reticular nucleus,0,91,0.0,0.8616740824877279,0.0,0.0027268167167333163,0.0,0.44746810983171026
Magnocellular reticular nucleus,0,90,0.0,1.5122387857995319,0.0,0.00478556577784662,0.0,0.7497753544102311
Medullary reticular nucleus,316,91,10.829316182909656,1.6120295525984574,0.034269987920600174,0.005101359343666004,0.46655874081982407,0.4395298040396178
"Medullary reticular nucleus, dorsal part",0,87,0.0,1.6377650583326875,0.0,0.005182800817508505,0.0,0.42113753948001886
"Medullary reticular nucleus, ventral part",0,88,0.0,1.2333932108873855,0.0,0.003903143072428435,0.0,0.45007024865695383
Parvicellular reticular nucleus,137,93,0.33658686480623146,1.2735472297915593,0.0010651483063488338,0.004030212752504934,0.10159583271198845,0.386322648998635
Parasolitary nucleus,0,79,0.0,0.6303573521870576,0.0,0.0019948017474273974,0.0,0.29787492475538707
"Paragigantocellular reticular nucleus, dorsal part",0,80,0.0,0.4496088961577473,0.0,0.0014228129625245168,0.0,0.13541156091344733
"Paragigantocellular reticular nucleus, lateral part",0,91,0.0,1.3817667908145177,0.0,0.004372679717767461,0.0,0.4860651748778272
Nucleus of Roller,0,57,0.0,1.1271782914967494,0.0,0.00356701990979984,0.0,0.23040549914962913
Nucleus prepositus,0,86,0.0,0.35877578373828184,0.0,0.001135366404235069,0.0,0.1944638670343234
Parapyramidal nucleus,0,86,0.0,1.1759816027273118,0.0,0.0037214607681244046,0.0,0.6266186037877188
Lateral vestibular nucleus,0,79,0.0,0.6475157122288986,0.0,0.0020491003551547423,0.0,0.29007065662064707
Medial vestibular nucleus,0,94,0.0,0.8519595836179634,0.0,0.0026960746317024158,0.0,0.35933033363067146
Spinal vestibular nucleus,284,99,3.9052902008367796,0.6574488445043811,0.012358513293787277,0.002080534318051839,0.4136513610225806,0.4136513610225806
Superior vestibular nucleus,0,86,0.0,0.4786909913510014,0.0,0.001514844909338612,0.0,0.14501271476457725
Nucleus x,0,56,0.0,0.7004910944887514,0.0,0.002216743969901112,0.0,0.3995161260535742
Hypoglossal nucleus,206,66,1.0518811277109916,1.3470509297962374,0.0033287377459208594,0.0042628193980893585,0.3884506284257048,0.4531846615792011
Nucleus y,0,39,0.0,0.5200027082582085,0.0,0.0016455781906905332,0.0,0.12987711327683948
Nucleus raphe magnus,0,86,0.0,1.5201402909213644,0.0,0.004810570540890393,0.0,0.7104024141088178
Nucleus raphe pallidus,0,106,0.0,1.87688397171937,0.0,0.005939506239618259,0.0,0.5485018467906061
Nucleus raphe obscurus,309,81,4.374556137459321,1.7416693384116864,0.013843532080567473,0.005511611830416729,0.6117958707691348,0.6117958707691348
Lingula (I),0,86,0.0,0.05751851905346128,0.0,0.00018202062991601672,0.0,0.019333434787768267
Central lobule,0,106,0.0,0.37820222528961356,0.0,0.0011968424850937137,0.0,0.16478662215170808
Culmen,0,106,0.0,1.022577126237509,0.0,0.00323600356404275,0.0,0.39964426009962584
Declive (VI),0,99,0.0,0.04004980669918865,0.0,0.0001267398946176856,0.0,0.016054113770662334
Folium-tuber vermis (VII),0,92,0.0,0.07431758082546587,0.0,0.00023518221780210717,0.0,0.04921145524599171
Pyramus (VIII),0,83,0.0,0.05485771178034694,0.0,0.00017360035373527514,0.0,0.01852537212969553
Uvula (IX),0,100,0.0,0.4258092615348484,0.0,0.0013474976630849633,0.0,0.2050638824351274
Nodulus (X),0,97,0.0,0.27949430122307695,0.0,0.0008844756367818891,0.0,0.2305139988948899
Simple lobule,0,104,0.0,1.0470001588902846,0.0,0.003313291642057863,0.0,0.38249000209641587
Ansiform lobule,190,108,0.9107685086519105,0.9827798581813593,0.002882178824847818,0.0031100628423460738,0.3875310755611175,0.400524744952708
Paramedian lobule,0,103,0.0,0.0896239291867761,0.0,0.0002836200290720763,0.0,0.0426585600255315
Copula pyramidis,0,103,0.0,0.8876782032117262,0.0,0.0028091082380117915,0.0,0.3918455802686339
Paraflocculus,206,106,2.225824747064044,0.6760442778554328,0.00704374919956976,0.002139380626124787,0.403134977901213,0.403134977901213
Flocculus,0,101,0.0,0.15834100787555247,0.0,0.000501079138846685,0.0,0.09865720872260898
Fastigial nucleus,0,75,0.0,0.19261932939733065,0.0,0.0006095548398649704,0.0,0.12758521255050334
Interposed nucleus,309,82,4.407860933304691,0.5873307475709851,0.013948927004128768,0.0018586416062372948,0.2551519820537372,0.2551519820537372
Dentate nucleus,155,64,0.8614411178539888,0.5594991975705377,0.002726079486879711,0.001770567080919423,0.1884479589427232,0.19871564663176286
Vestibulocerebellar nucleus,0,81,0.0,0.2989111091686202,0.0,0.0009459212315462664,0.0,0.19941477058395046
fiber tracts,0,108,0.0,18.194585804915015,0.0,0.057577803180110805,0.0,0.46105693356006233
